chunk_id,text,token_count,start_token_index,end_token_index
127,"adır. Dünya'nın Güneş'in etrafında döndüğü gerçek hız yıl içinde bir miktar değişir, dolayısıyla Güneş'in ekliptik boyunca hareket ediyormuş gibi göründüğü hız da değişkenlik gösterir. Örneğin, Güneş her bir yılın yaklaşık 185 gününde gök ekvatorunun kuzeyinde, yaklaşık 180 gününde ise güneyindedir. Yörünge hızının değişimi zaman eşitliğinin bir bölümünü oluşturur.Dünya'nın Dünya-Ay çift merkezi etrafındaki hareketi nedeniyle, Güneş'in görünen yolu yaklaşık bir aylık bir periyotla hafifçe yalpalar. Güneş Sistemi'nin diğer gezegenleri tarafından yaratılan diğer tedirginlikler nedeniyle, Dünya-Ay çiftmerkezi karmaşık bir şekilde ortalama bir konum etrafında hafifçe salınır. Dünya'nın eksen eğikliğinin kendi yörünge düzlemine",300,30480,30780
128,"iyle, Dünya-Ay çiftmerkezi karmaşık bir şekilde ortalama bir konum etrafında hafifçe salınır. Dünya'nın eksen eğikliğinin kendi yörünge düzlemine dik açı yapmaması nedeniyle, ekvator düzlemi ekliptik düzlem ile eş düzlemsel değildir. Ekvator düzlemi bu yüzden ekliptiğe göre yaklaşık 23,4°'lik bir açıda eğimlidir. Eğer Dünya'nın ekvatorunun gök kürenin dışına doğru izdüşümü alınarak gök ekvatoru oluşturulursa, bu düzlemler gündönümü(en uzun gün/gece) ile ekinokslar(gece ve gündüzün eşitliği) adı verilen iki noktada kesişir. Güneş, ekliptik boyunca yaptığı görünür hareketinde, gök ekvatorunu biri güneyden kuzeye, diğeri kuzeyden güneye olmak üzere iki noktada keser. Güneyden kuzeye geç",300,30720,31020
129,"ptik boyunca yaptığı görünür hareketinde, gök ekvatorunu biri güneyden kuzeye, diğeri kuzeyden güneye olmak üzere iki noktada keser. Güneyden kuzeye geçiş, Koç takımyıldızının ilk noktası ve gök ekvatoru üzerinde ekliptiğin yükselen düğümü (İng. ascending node) olarak da bilinen Mart ekinoksu olarak adlandırılır. Kuzeyden güneye geçiş ise Eylül ekinoksu veya alçalan (İng. descending) düğümdür. Ay krateri, Ay'daki çarpma kraterleridir. Ay'ın yüzeyinde, tümü çarpmalarla oluşan birçok krater bulunmaktadır. Uluslararası Astronomi Birliği, günümüzde 1.675'i tarihlendirilmiş 9.137 krateri tanımaktadır. 1978'de Lunar & Planetary Lab'den Chuck Wood ve Leif Andersson, Ay çarpma kraterlerinin sınıflandırılması için bir sistem tasarladılar.Sonraki etkilerle nispeten deği",300,30960,31260
130,"adır. 1978'de Lunar & Planetary Lab'den Chuck Wood ve Leif Andersson, Ay çarpma kraterlerinin sınıflandırılması için bir sistem tasarladılar.Sonraki etkilerle nispeten değişmemiş olan kraterlerden bir örnekleme kullandılar ve ardından sonuçları beş geniş kategoride gruplandırdılar. Bunlar, tüm Ay çarpma kraterlerinin yaklaşık% 99'unu başarıyla oluşturdu. Regolit,kayayı kaplayan gevşek, heterojen maddedir. İçerisinde toz, toprak, kırık kaya ve buna benzer maddeler bulundurur. Dünya, Ay, Mars ve bazı asteroitlerde bulunur.Regolit iki Yunanca sözcük olan rhegos (ῥῆγος) ""örtü"" ve lithos (λίθος) ""taş"" tan türemiştir. Amerikan jeolog George P. Merrill 1897'de bu terimi şöyle tanımlamıştır:Yerlerde bu örtü, kaya ayrışması veya yerinde bitki büyümesi",300,31200,31500
131,""" tan türemiştir. Amerikan jeolog George P. Merrill 1897'de bu terimi şöyle tanımlamıştır:Yerlerde bu örtü, kaya ayrışması veya yerinde bitki büyümesi sonucu ortaya çıkan maddeden yapılır . Diğer durumlarda, rüzgar, su veya diğer kaynaklardan gelen buzla sürüklenen parçalı ve az çok parçalanmış maddedir. Doğası veya kaynağı ne olursa olsun, bütün bu konsolide edilmemiş malzeme örtüsünün regolit olarak adlandırılması önerilmektedir. Güneş sistemimizde, kendi ışığıyla parlayan tek gök cismi Güneş'tir. Bu ışık, Güneş'in yönünden Dünya ve Ay'a her zaman yansır, yörüngesindeki gezegenimizin yarısını aydınlatır ve Ay'ın yüzeyinden yansıyarak ay ışığını oluşturur . Bazen Ay'ın tüm yüzeyi parlak bir şekilde parlar. Bazen de sadece ince bir hilal gör",300,31440,31740
132," aydınlatır ve Ay'ın yüzeyinden yansıyarak ay ışığını oluşturur . Bazen Ay'ın tüm yüzeyi parlak bir şekilde parlar. Bazen de sadece ince bir hilal görürüz. Bazen Ay kaybolmuş gibi görünür. Bu değişimlere Ay'ın evreleri denir . Ayın sekiz evresi sırasıyla şunlardır: yeni ay , hilal , ilk dördün , kambur ay , dolunay , kambur ay , üçüncü dördün ve hilal . Bu döngü yaklaşık olarak ayda bir (her 29,5 günde bir) tekrarlanır.  Dünya gibi Ay'ın da bir gündüz, bir de gece tarafı vardır ve Ay döndükçe bunlar değişir. Güneş her zaman Ay'ın yarısını aydınlatırken diğer yarısı karanlık kalır, ancak Ay yörüngesinde hareket ettikçe bu aydınlık tarafın ne kadarını görebildiğimiz değişir. Tüm Ay Evreleri Kuzey Yarımküre'den Dü",300,31680,31980
133,"lık kalır, ancak Ay yörüngesinde hareket ettikçe bu aydınlık tarafın ne kadarını görebildiğimiz değişir. Tüm Ay Evreleri Kuzey Yarımküre'den Dünya'ya baktığımızda, Ay ve Güneş'in hareketlerinin bize nasıl göründüğüne ve evrelerine bir göz atalım:  Yeni ay Bu, Ay'ın görünmez evresidir. Ay'ın aydınlık yüzü Güneş'e, gece yüzü ise Dünya'ya bakar. Bu evrede Ay, gökyüzünün Güneş'le aynı noktasındadır ve Güneş'le birlikte doğup batar. Aydınlık yüzü yalnızca Dünya'dan uzağa bakmakla kalmaz, aynı zamanda gündüzleri de yukarıdadır! Unutmayın, bu evrede Ay, yörüngesinin eğimi nedeniyle genellikle Dünya ile Güneş arasından doğrudan geçmez. Sadece Dünya'dan bakış açımıza göre Güneş'in yakınından geçer",300,31920,32220
134,", yörüngesinin eğimi nedeniyle genellikle Dünya ile Güneş arasından doğrudan geçmez. Sadece Dünya'dan bakış açımıza göre Güneş'in yakınından geçer. Hilal Ay'ın bu gümüş rengi parçası, Ay'ın aydınlık yarısının Dünya'dan büyük ölçüde uzakta olduğu ve gezegenimizden yalnızca küçük bir kısmının görülebildiği zamanlarda oluşur. Ay'ın yörüngesi, Ay'ın gündüz tarafını daha da görünür hale getirdikçe bu parlaklık her geçen gün artar. Ay her gün biraz daha geç doğar. Birinci Çeyrek Ay artık aylık yolculuğunun dörtte birini tamamladı ve aydınlık yüzünün yarısını görüyorsunuz. İnsanlar buna gelişigüzel yarım ay diyebilir, ama unutmayın, gökyüzünde gördüğünüz aslında bu değil. Ay'ın sadece bir bölümünü, yani aydınlık",300,32160,32460
135," buna gelişigüzel yarım ay diyebilir, ama unutmayın, gökyüzünde gördüğünüz aslında bu değil. Ay'ın sadece bir bölümünü, yani aydınlık yarısını görüyorsunuz. İlk dördün Ay öğlen civarında doğar ve gece yarısı civarında batar. Akşamları gökyüzünde yüksektedir ve mükemmel bir izleme deneyimi sunar. Kamburlaşma Artık Ay'ın gündüz tarafının büyük kısmı görünür hale geldi ve Ay gökyüzünde daha parlak görünüyor. Dolunay Bu, Güneş'in Ay'ın tüm gündüz tarafını aydınlatmasını görmeye en yakın olduğumuz an (teknik olarak bu gerçek yarım ay olurdu). Ay, Dünya'dan bakıldığında Güneş'in karşısında yer alır ve bu da Ay'ın gündüz tarafını ortaya çıkarır. Dolunay gün batımında doğar ve gün doğumunda batar. Ay, birkaç gün boyunca dolunay halinde kalacak ve ardından...",300,32400,32700
136,"ısında yer alır ve bu da Ay'ın gündüz tarafını ortaya çıkarır. Dolunay gün batımında doğar ve gün doğumunda batar. Ay, birkaç gün boyunca dolunay halinde kalacak ve ardından... Azalan Kambur Ay, Güneş'e doğru yolculuğuna başladığında, karşı tarafı artık Ay'ın ışığını yansıtır. Aydınlık taraf küçülüyormuş gibi görünse de, Ay'ın yörüngesi onu bizim bakış açımızdan uzaklaştırır. Ay her gece daha geç doğar. Son Çeyrek Ay, Dünya'dan bakıldığında yarı aydınlık gibi görünse de aslında Güneş'in aydınlattığı Ay'ın yarısını, yani dörtte birini görüyorsunuz. Son çeyrek ay, yani üçüncü çeyrek ay, gece yarısı civarında doğar ve öğlen civarında batar. Azalan Hilal Ay, yörüngesinde gündüz yüzünün doğrudan Güneş'e baktığı noktaya neredeyse geri döndü ve biz",300,32640,32940
137,"ısı civarında doğar ve öğlen civarında batar. Azalan Hilal Ay, yörüngesinde gündüz yüzünün doğrudan Güneş'e baktığı noktaya neredeyse geri döndü ve bizim bakış açımızdan gördüğümüz tek şey ince bir eğri. Ay'ın yörüngesi tam bir daire olmadığından, Dünya'ya olan uzaklığı ve yörüngedeki hızı ay boyunca biraz değişir. Ancak Ay'ın kendi ekseni etrafındaki dönüş hızı her zaman aynı kalır.  Ay, Dünya'ya en yakın konumdayken ve yörüngesinde en hızlı hareket ederken, Ay'ın kendisi bize bakan yüzünü tamamen koruyacak kadar hızlı dönmez ve Ay'ın doğu tarafını biraz daha fazla görebiliriz. Ay, Dünya'dan en uzak konumdayken ve yörüngede en yavaş hızda dönerken, dönüşü biraz daha önde olur ve batı tarafını biraz daha fazla görürüz. Bu harekete ""bo",300,32880,33180
138,"nya'dan en uzak konumdayken ve yörüngede en yavaş hızda dönerken, dönüşü biraz daha önde olur ve batı tarafını biraz daha fazla görürüz. Bu harekete ""boylamda salınım"" diyoruz.  Ay'ın yörüngesinin 5 derecelik eğimi, sanki ""evet"" diyormuş gibi başını sallıyormuş gibi görünmesine de neden olur. Bu eğim, Ay'ı bazen Dünya'nın kuzey yarımküresinin üzerine, bazen de Dünya'nın güney yarımküresinin altına getirerek, Ay'ın kuzey veya güney yarımkürelerini biraz daha fazla görmemizi sağlar. Bu harekete ""enlemde salınım"" diyoruz.  Son olarak, Ay bir metronom gibi ileri geri eğiliyor gibi görünüyor. Ay'ın yörüngesinin eğimi buna katkıda bulunuyor, ancak bu çoğunlukla Dünya'mızın eğiminden kaynaklanıyor. Dünya'nın ekseninde 23,5 derecelik",300,33120,33420
139,"örüngesinin eğimi buna katkıda bulunuyor, ancak bu çoğunlukla Dünya'mızın eğiminden kaynaklanıyor. Dünya'nın ekseninde 23,5 derecelik bir eğim var, bu da Ay'ı Dünya'dan gözlemlediğimizde, bir rampada yan duruyormuşuz gibi hissettiğimiz anlamına geliyor. Sola bakarsanız rampa yukarı doğru eğimlidir. Sağa bakarsanız rampa aşağı doğru eğimlidir. Önünüzde, ufuk çizgisi sağda daha yüksek, solda daha alçak görünür. Arkanızı döndüğünüzde ise ufuk çizgisi tam tersi yönde eğimli gibi görünür.  Eğimli rampa, ayaklarımızın altındaki Dünya'nın eğimli ""platformu"" ile aynı şekilde çalışır. Ay'ı görmek için her iki haftada bir ters yöne bakmamız gerekir ve ayaklarımızın altındaki zemin de ters yönde eğilir. Ay, Dünya",300,33360,33660
140,""" ile aynı şekilde çalışır. Ay'ı görmek için her iki haftada bir ters yöne bakmamız gerekir ve ayaklarımızın altındaki zemin de ters yönde eğilir. Ay, Dünya'nın etrafındaki yörüngesinde doğrusal yönde döner ve İlkbahar Ekinoksu ve yıldızlara göre bir döngüsünü yaklaşık 27,32 günde (Bir dönencel ay ve bir yıldız ayı) ve Güneş'e göre bir döngüsünü yaklaşık 29,53 günde (bir kavuşum ayı) tamamlar. Dünya ve Ay, Dünya'nın merkezinden yaklaşık 4.670 km (2.900 mi) uzaklıkta (Dünya yarıçapının yaklaşık %73'ü) yer alan bir çift merkez (ortak kütle merkezi) odağındaki yörüngelerinde dönerek Dünya-Ay sistemi adı verilen bir uydu sistemi oluştururlar. Ortalama olarak, Ay'a olan uzaklık Dünya'nın merkezinden yakla",300,33600,33900
141,") odağındaki yörüngelerinde dönerek Dünya-Ay sistemi adı verilen bir uydu sistemi oluştururlar. Ortalama olarak, Ay'a olan uzaklık Dünya'nın merkezinden yaklaşık 385.000 km (239.000 mi) olup, bu da yaklaşık 60 Dünya yarıçapına veya 1,282 ışık saniyesine karşılık gelmektedir.  Ay ve Dünya arasındaki çift merkezi çevresindeki ortalama 1,022 km/s'lik (0,635 mil/s, 2.286 mil/saat) yörünge hızıyla Ay her saatte yaklaşık olarak kendi çapı kadar mesafe kat eder ki bu da gök küre üzerinde yaklaşık yarım derecelik bir mesafe anlamına gelir. Ay'ın diğer gezegenlerin düzenli uydularından farkı, yörüngesinin Dünya'nın ekvator düzlemi yerine ekliptik düzleme daha yakın olmasıdır. Ay'ın yörünge düzlemi ekliptik düzleme göre yaklaşık 5,1",300,33840,34140
142,"inin Dünya'nın ekvator düzlemi yerine ekliptik düzleme daha yakın olmasıdır. Ay'ın yörünge düzlemi ekliptik düzleme göre yaklaşık 5,1° eğikken, Dünya'nın ekvator düzlemi ekliptik düzleme göre yaklaşık 23° eğiktir. Bu bölümde açıklanan yörünge özellikleri yaklaşık değerlerdir. Ay'ın Dünya çevresindeki yörüngesi hakkındaki çalışmaların (Ay teorisi) uzun bir geçmişi bulunmakta olup, Güneş ve diğer gezegenlerin kütleçekimsel etkileri sebebiyle çok farklı varyasyonlara (tedirginlik) sahiptir. Eliptik şekil Ay'ın yörüngesi Dünya'nın etrafında neredeyse dairesel bir elipstir (Yarı büyük ve yarı küçük eksenler sırasıyla 384.400 km ve 383.800 km, arada yalnızca 0,16% fark bulunmaktadır). Elips e",300,34080,34380
143," bir elipstir (Yarı büyük ve yarı küçük eksenler sırasıyla 384.400 km ve 383.800 km, arada yalnızca 0,16% fark bulunmaktadır). Elips eşitliği 0,0549'luk bir dışmerkezlik ve sırasıyla 362.600 km (225.300 mil) ve 405.400 km (251.900 mil) perije ve apoje uzaklıklarını verir (%12'lik bir fark).  Daha yakın nesnelerin daha büyük görünmesi sebebiyle Ay'ın görünür büyüklüğü Dünya'dan bakıldığında uzaklaşıp yakınlaştığı dönemlere göre değişmektedir. Süper ay olarak adlandırılan fenomen dolunay döneminde Ay'ın Dünya'ya en yakın olduğu konumda (perije) gerçekleşmektedir. Ay'ın çapının olası en büyük görünümü en küçük olduğu görünüme göre %12 daha büyüktür. Bu noktada görünür bölgesi %25 artarak aynı oranda ",300,34320,34620
144,"tedir. Ay'ın çapının olası en büyük görünümü en küçük olduğu görünüme göre %12 daha büyüktür. Bu noktada görünür bölgesi %25 artarak aynı oranda ışık miktarını Dünya'ya yansıtmaktadır. Kepler'in ikinci yasasında belirtildiği üzere Ay'ın yörünge mesafesindeki değişimler teğetsel ve açısal hızlarına göre farklılaşır. Dünya-Ay çift merkezinde bulunduğu varsayılan hayali bir gözlemciye göre ortalama açısal hareket doğu yönünde günde 13,176°'dir (J2000,0 devir). Düğümler Ay'ın yörüngesinin ekliptik ile kesiştiği noktalardır. Ay, aynı düğüm noktasıyla ejder ayı olarak da adlandırılan her 27,2122 günde bir kesişir. İki ayrı düzlem arasındaki kesişim noktaları olan düğüm hattı ters yönlü bir harekete sahiptir.",300,34560,34860
145," da adlandırılan her 27,2122 günde bir kesişir. İki ayrı düzlem arasındaki kesişim noktaları olan düğüm hattı ters yönlü bir harekete sahiptir. Dünya'dan bakan bir gözlemci için 18,6 yıl veya yılda 19,3540° ile ekliptik boyunca batı yönünde döner. Cismin kuzeyinden bakıldığında ise, düğümler Dünya çevresinde saat yönünde, Dünya'nın kendi dönüşü ile Güneş etrafındaki dönüşünün tersi yönünde hareket eder. Ay veya Güneş tutulması, düğüm noktaları Güneş ile aynı hizaya geldiğinde, kabaca 173,3 günde bir meydana gelmektedir. Ay yörüngesinin eğikliği aynı zamanda tutulma olaylarında etkilidir. Güneş, Dünya ve Ay üç boyutlu olarak hizalandığında ve düğümler dolunay ve yeniaya denk geldiğinde yaklaşık her altı ayda bir tutul",300,34800,35100
146,"ma olaylarında etkilidir. Güneş, Dünya ve Ay üç boyutlu olarak hizalandığında ve düğümler dolunay ve yeniaya denk geldiğinde yaklaşık her altı ayda bir tutulma olayı gerçekleşmektedir.  Aslında bu, Ay'daki “bir güneş yılının” yalnızca 347 gün uzunluğunda olduğu anlamına gelmektedir. Buna drakonik (ejder) yılı ya da tutulma yılı adı verilmektedir. Ay'daki “mevsimler” bu zaman aralığına denk düşer. Bu drakonik yılın yaklaşık yarısında Güneş, Ay ekvatorunun kuzeyinde (fakat en fazla 1,543°), diğer yarısında ise Ay ekvatorunun güneyindedir. Bununla birlikte, bu mevsimlerin etkisi, Ay gecesi ile Ay gündüzü arasındaki farka kıyasla çok önemsizdir. Kutuplarda, yaklaşık 15 Dünya gününden oluşan olağan ay gündüz ve gecesi yer",300,35040,35340
147," Ay gecesi ile Ay gündüzü arasındaki farka kıyasla çok önemsizdir. Kutuplarda, yaklaşık 15 Dünya gününden oluşan olağan ay gündüz ve gecesi yerine, Güneş 173 gün boyunca “yukarıda” olacaktır; kutuplarda güneşin doğuşu ve batışı her yıl 18 gün sürer. Buradaki “yukarı” Güneş'in merkezinin ufkun üzerinde olduğu anlamına gelir.[12] Ay'ın kutupsal gündoğum ve günbatımları tutulma zamanlarında meydana gelir. Örneğin, 9 Mart 2016'daki Güneş tutulmasında, Ay alçalan düğüm noktasına ve Güneş gökyüzünde Ay'ın ekvatorunun ekliptiği kestiği noktaya yakın konumda bulunmuştur. Güneş bu noktaya ulaştığında, Güneş'in merkezi Ay'ın kuzey kutbunda batar ve Ay'ın güney kutbunda doğar.  Aynı yılın 1 Eylül'ünde gerçekleşen Gü",300,35280,35580
148," noktaya ulaştığında, Güneş'in merkezi Ay'ın kuzey kutbunda batar ve Ay'ın güney kutbunda doğar.  Aynı yılın 1 Eylül'ünde gerçekleşen Güneş tutulmasında, Ay yükselen düğümüne ve Güneş de gökyüzünde Ay'ın ekvatorunun ekliptikle kesiştiği noktaya yakın konumda bulunmuştur. Güneş bu noktaya ulaştığında, Güneş'in merkezi Ay'ın kuzey kutbundan doğup güney kutbundan batmaktadır.Düğümler Ay'ın yörüngesinin ekliptik ile kesiştiği noktalardır. Ay, aynı düğüm noktasıyla ejder ayı olarak da adlandırılan her 27,2122 günde bir kesişir. İki ayrı düzlem arasındaki kesişim noktaları olan düğüm hattı ters yönlü bir harekete sahiptir. Dünya'dan bakan bir gözlemci için 18,6 yıl veya yılda 19,3540° ile ekli",300,35520,35820
149," kesişim noktaları olan düğüm hattı ters yönlü bir harekete sahiptir. Dünya'dan bakan bir gözlemci için 18,6 yıl veya yılda 19,3540° ile ekliptik boyunca batı yönünde döner. Cismin kuzeyinden bakıldığında ise, düğümler Dünya çevresinde saat yönünde, Dünya'nın kendi dönüşü ile Güneş etrafındaki dönüşünün tersi yönünde hareket eder. Ay veya Güneş tutulması, düğüm noktaları Güneş ile aynı hizaya geldiğinde, kabaca 173,3 günde bir meydana gelmektedir. Ay yörüngesinin eğikliği aynı zamanda tutulma olaylarında etkilidir. Güneş, Dünya ve Ay üç boyutlu olarak hizalandığında ve düğümler dolunay ve yeniaya denk geldiğinde yaklaşık her altı ayda bir tutulma olayı gerçekleşmektedir.  Aslında bu, Ay'daki “bir güneş yılının” y",300,35760,36060
150,"ğümler dolunay ve yeniaya denk geldiğinde yaklaşık her altı ayda bir tutulma olayı gerçekleşmektedir.  Aslında bu, Ay'daki “bir güneş yılının” yalnızca 347 gün uzunluğunda olduğu anlamına gelmektedir. Buna drakonik (ejder) yılı ya da tutulma yılı adı verilmektedir. Ay'daki “mevsimler” bu zaman aralığına denk düşer. Bu drakonik yılın yaklaşık yarısında Güneş, Ay ekvatorunun kuzeyinde (fakat en fazla 1,543°), diğer yarısında ise Ay ekvatorunun güneyindedir. Bununla birlikte, bu mevsimlerin etkisi, Ay gecesi ile Ay gündüzü arasındaki farka kıyasla çok önemsizdir. Kutuplarda, yaklaşık 15 Dünya gününden oluşan olağan ay gündüz ve gecesi yerine, Güneş 173 gün boyunca “yukarıda” olacaktır; kutuplarda güneşin doğuş",300,36000,36300
151," yaklaşık 15 Dünya gününden oluşan olağan ay gündüz ve gecesi yerine, Güneş 173 gün boyunca “yukarıda” olacaktır; kutuplarda güneşin doğuşu ve batışı her yıl 18 gün sürer. Buradaki “yukarı” Güneş'in merkezinin ufkun üzerinde olduğu anlamına gelir.Ay'ın kutupsal gündoğum ve günbatımları tutulma zamanlarında meydana gelir. Örneğin, 9 Mart 2016'daki Güneş tutulmasında, Ay alçalan düğüm noktasına ve Güneş gökyüzünde Ay'ın ekvatorunun ekliptiği kestiği noktaya yakın konumda bulunmuştur. Güneş bu noktaya ulaştığında, Güneş'in merkezi Ay'ın kuzey kutbunda batar ve Ay'ın güney kutbunda doğar.  Aynı yılın 1 Eylül'ünde gerçekleşen Güneş tutulmasında, Ay yükselen düğümüne ve Güneş de gökyüzünde Ay'ın ekvatorunun",300,36240,36540
152,"bunda doğar.  Aynı yılın 1 Eylül'ünde gerçekleşen Güneş tutulmasında, Ay yükselen düğümüne ve Güneş de gökyüzünde Ay'ın ekvatorunun ekliptikle kesiştiği noktaya yakın konumda bulunmuştur. Güneş bu noktaya ulaştığında, Güneş'in merkezi Ay'ın kuzey kutbundan doğup güney kutbundan batmaktadır. Her 18,6 yılda bir, Ay'ın yörüngesi ve Dünya'nın ekvatoru arasındaki açı 28°36′ olan (Dünya'nın eksen eğikliği 23°27′ ve Ay'ın yörünge eğikliği 5°09′ toplamı) maksimum değere ulaşır. Bu duruma büyük Ay duraklaması adı verilir. Bu dönemde Ay'ın dik açıklığı 28°36′ ila +28°36′ arasında değişir. Son olarak, 2006 yılında büyük Ay duraklaması yaşanmıştır. Bu durumun tam tersi olarak, büyük",300,36480,36780
153,"'ın dik açıklığı 28°36′ ila +28°36′ arasında değişir. Son olarak, 2006 yılında büyük Ay duraklaması yaşanmıştır. Bu durumun tam tersi olarak, büyük Ay duraklaması yaşanan tarihten itibaren geçecek 9,3 veya 10 yılda bir Ay'ın yörüngesi ve Dünya'nın ekvatoru arasındaki açı 18°20′ olan minimum değere ulaşır. Bu duruma ise küçük Ay duraklaması adı verilmektedir. Son olarak Ekim 2015'te küçük Ay duraklaması yaşanmış olup, bir sonrakinin, büyük Ay duraklaması tarihi olan 2024 yılını takiben 2034 yılı içinde gerçekleşmesi beklenmektedir.[13]  Ay'ın ışığı, Kuzey Kutbunda Güneş aylarca ufkun altında kaldığı zamanlarda zooplanktonlar tarafından kullanılmaktadır ve bu ışık, iklimin daha sıcak olduğu zamanlarda Kutup bölgelerinde yaşayan canlılara faydalı olabilmek",300,36720,37020
154,"un altında kaldığı zamanlarda zooplanktonlar tarafından kullanılmaktadır ve bu ışık, iklimin daha sıcak olduğu zamanlarda Kutup bölgelerinde yaşayan canlılara faydalı olabilmektedir.Gelgit veya med cezir, bir gök cisminin başka bir gök cismine uyguladığı kütleçekimi nedeniyle her iki cisimde meydana gelen şekil bozulmaları. En çok bilineni, her bir ay gününde Ay ve Güneş'in göreli konumlarındaki değişmeler sonucu kütleçekimlerinde meydana gelen farklılıklar nedeniyle deniz seviyesindeki yükselme ve alçalmalardır.  Galileo 1632'de yayımladığı ""Gelgit Üzerine Diyalog"" (Dialogo sopra i due massimi sistemi del mondo) kitabında gelgit için ""Denizdeki suların, Dünya'nın Güneş etrafında dönmesi sonucu savrulmasıdır."" diyerek yanılgıya düşmüştür. Gelgitin kütleçekim kuvveti sonuc",300,36960,37260
155,"izdeki suların, Dünya'nın Güneş etrafında dönmesi sonucu savrulmasıdır."" diyerek yanılgıya düşmüştür. Gelgitin kütleçekim kuvveti sonucu oluştuğu 1687'de Newton'ın Principia eserinde açıklanmıştır. 18. yüzyılda su yüksekliğini hesaplayacak tablolar geliştirilmiştir. Günümüzde ise su yüksekliği, akıntılar ve gelgitin oluşacağı zaman bilgisayarlarla hesaplanmaktadır. Ay yerküre etrafında dönerken yerkürenin bir yüzü Ay'a daima daha yakındır. Bu durumda Ay'a yakın yerdeki sular ay tarafından kendine doğru çekilirler. Bu arada kabaran suların arkasında bulunan boşlukları yanlardan gelen sular doldurur. Böylece Dünya'nın Ay'a bakan yüzeyinde sular yükselirken diğer yerlerde alçalır. Bu yükselme ve alçalma birbirini devamlı izler. ",300,37200,37500
156,"oldurur. Böylece Dünya'nın Ay'a bakan yüzeyinde sular yükselirken diğer yerlerde alçalır. Bu yükselme ve alçalma birbirini devamlı izler.  Dünya yüzeyinde Ay'ın (veya Güneş'in) çekim alanı farkı, gelgit oluşturan güç olarak bilinir. Bu gelgit hareketini oluşturan temel mekanizmadır ve günde iki yüksek gelgite neden olan iki eşit-potansiyel gelgit tümseğini açıklamaktadır. Artemis Programı ya da Artemis görevi, Amerika Birleşik Devletleri Ulusal Havacılık ve Uzay Dairesi (NASA) liderliğinde, Avrupa Uzay Ajansı (ESA), Japonya Uzay Araştırma Ajansı (JAXA) ve Kanada Uzay Ajansı (CSA) gibi uluslararası ortaklar tarafından yönetilen bir robotik ve insanlı Ay keşif programıdır. Projenin amacı ""ilk kadın ve sıradaki erkeği"" Ay'ın güney kutbuna indirmek",300,37440,37740
157,") gibi uluslararası ortaklar tarafından yönetilen bir robotik ve insanlı Ay keşif programıdır. Projenin amacı ""ilk kadın ve sıradaki erkeği"" Ay'ın güney kutbuna indirmek olarak ifade ediliyor. Projenin ismini aldığı Artemis, Yunan mitolojisinde tanrı Apollon'un ikiz kız kardeşi ve ay tanrıçasıdır.  NASA, Artemis'i uzun vadede Ay'da kalıcı yapılar için temel atmak, yerleşmek ve en sonunda Mars'a insan göndermek için bir adım olarak görüyor. Hedef olarak güney kutbunun seçilmesinin sebebi ise yakın zamanda Ay'ın güney kutbunda donmuş halde su keşfedilmiş olması. Keşiften sonra ABD dışında diğer ülkelerin uzay kuruluşları da dikkatini bu yöne çevirdi.   Astronotların Ay'da çalışmalarını gösteren bir konsept çalışması Artemis programı kapsamında şu ana kadar kesinleşmiş üç uçuş bulunuyor. 2022, 2024 ve 2025 yıllarında ger",300,37680,37980
158,"'da çalışmalarını gösteren bir konsept çalışması Artemis programı kapsamında şu ana kadar kesinleşmiş üç uçuş bulunuyor. 2022, 2024 ve 2025 yıllarında gerçekleştirilmesi planlanan bu görevlerde her şey planlandığı gibi giderse 2033'e kadar uçuşlar devam edecek. Artemis programı tamamlandığında Ay'ın yerleşme ve kolonizasyon için hazır hale geleceği düşünülüyor. Mevcut Artemis programı, Takımyıldız Programı ve Asteroit Yönlendirme Görevi gibi iptal edilen NASA projelerinin ve görevlerinin birkaç ana bileşenini içeriyor. Başlangıçta; 2005 NASA Yetkilendirme Yasası ile yasalaştırılan Takımyıldız Programı; Ares I, Ares V, Mürettebat Keşif Aracı ve Orion'un geliştirilmesini içeriyordu. Bu durum 2000'lerin başından 2010 yılına kadar sürdü.  Mayıs 2009'da ABD başkanı Barack Obama; Uluslararası",300,37920,38220
159,"ı ve Orion'un geliştirilmesini içeriyordu. Bu durum 2000'lerin başından 2010 yılına kadar sürdü.  Mayıs 2009'da ABD başkanı Barack Obama; Uluslararası Uzay İstasyonu'na destek, Alçak Dünya yörüngesinin ötesinde (Ay Mars ve yakın Dünya nesneleri dahil) misyonların geliştirilmesi ve ticari alanların kullanılması dahil olmak üzere çeşitli hedefleri dikkate almak amacıyla Augustine Komitesi'ni kurdu. Komite, Takımyıldız Programı'nın büyük oranda yetersiz kaldığı ve 2020'de Ay'a iniş yapmanın imkânsız olduğu sonucuna vardı. Takımyıldız Programı daha sonra beklemeye alındı.  Başkan Obama, 15 Nisan 2010 tarihinde Kennedy Uzay Merkezi'nde yaptığı konuşmada yönetimin NASA planlarını açıkladı ve programın uygulanamaz hale geldiği gerekçesiyle Takımyıldız Programı'nın Orion'un dahil olmadığı unsurl",300,38160,38460
